date,number_kids,guardian_ed,birth_order,gender,word_original,word_standard,cdi_cat,word_validation,subject,addressee,age,age_current,lang,home_lang
10/6/14,2,High school,1,Male,Boobie,Boob,Body Parts,Check,Person,Me,12,13,English,English
10/8/14,3,High school,2,Female,Boobies,Boob,Body Parts,Check,Other object,Dad,12,6,English,English
10/9/14,1,College,1,Female,Booba,Booba,Toys,Check,Toy,everyone,9,14,English,English
9/23/14,2,College,2,Female,Booboo,Booboo,Animals,Mama,Animal,Our cat,5,2,English,English
9/24/14,1,High school,1,Female,Booboo,Booboo,Toys,Check,Toy,No one,8,2,English,English
9/28/14,1,College,1,Female,Book,Book,Toys,Check,Other object,Mama,12,4,English,English
10/6/14,3,College,3,Male,Book,Book,Toys,Mama,Other object,mom,13,2,English,English
9/22/14,3,Some college,3,Male,Boom,Boom,Sound Effects,Check,Sound Effects,n/a,9,6,English,English
9/23/14,1,Graduate degree,1,Male,Boom,Boom,Sound Effects,Check,Sound Effects,n/a,10,13,English,English
9/24/14,2,High school,2,Male,BoomBoom,Boom,Sound Effects,Check,Sound Effects,himself,12,2,English,English
10/8/14,1,College,1,Male,Bot,Bottle,Food and Drink,Mama,Food and Drink,mother,10,2,English,English
9/22/14,1,College,1,Female,Bottle,Bottle,Food and Drink,Mama,Food and Drink,mother,14,5,English,English
9/22/14,1,Some college,1,Female,Babol,Bottle,Food and Drink,Dada,Food and Drink,myself,7,18,English,English
9/22/14,3,High school,3,Male,Bob,Bottle,Food and Drink,Dada,Food and Drink,everyone,8,8,English,English
9/23/14,1,High school,1,Female,Babba,Bottle,Food and Drink,Check,Food and Drink,myself,8,1,English,English
9/23/14,2,Some college,2,Male,Bahbah,Bottle,Food and Drink,Mama,Food and Drink,Me,8,18,English,English
9/23/14,2,Some college,1,Female,Baba,Bottle,Food and Drink,Dada,Food and Drink,A bottle,6,8,English,English
9/23/14,2,College,1,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,mother,11,8,English,English
9/23/14,2,Some college,2,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,mom and dad,9,4,English,English
9/24/14,2,Graduate degree,2,Male,Bot,Bottle,Food and Drink,Mama,Food and Drink,mom,10,10,English,English
9/24/14,2,College,2,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,mom,9,10,English,English
9/24/14,1,College,1,Male,Bahd,Bottle,Food and Drink,Mama,Food and Drink,mom,11,2,English,English
9/24/14,2,Some college,1,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,dad,8,6,English,English
9/24/14,3,Some college,1,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,parent,6,18,English,English
9/24/14,3,Some college,1,Male,Baba,Bottle,Food and Drink,Check,Food and Drink,mommy,15,18,English,English
9/24/14,1,Some college,1,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,no one,8,3,English,English
9/24/14,2,Some college,1,Female,Bubba,Bottle,Food and Drink,Dada,Food and Drink,either myself or my husband,NA,13,English,English
9/24/14,1,College,1,Female,Baba,Bottle,Food and Drink,Check,Food and Drink,mother,18,7,English,English
9/24/14,2,Some college,1,Female,Baba,Bottle,Food and Drink,Dada,Food and Drink,none,4,3,English,English
9/24/14,2,High school,1,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,Mom,9,11,English,English
9/24/14,2,Some college,1,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,Bottle,6,8,English,English
9/24/14,3,College,1,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,mom,11,11,English,English
9/24/14,3,College,2,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,mom,12,9,English,English
9/24/14,3,College,3,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,mom,12,6,English,English
9/24/14,2,Some college,1,Female,Baba,Bottle,Food and Drink,Dada,Food and Drink,her bottle,5,6,English,English
9/24/14,1,College,1,Male,Bottle,Bottle,Food and Drink,Mama,Person,Mom,14,18,English,English
9/24/14,1,Some college,1,Male,Bottle,Bottle,Food and Drink,Dada,Food and Drink,Father,12,5,English,English
9/24/14,1,College,1,Female,BabaBottle,Bottle,Food and Drink,Check,Food and Drink,EVERYONE,7,15,English,English
9/24/14,1,College,1,Female,Baba,Bottle,Food and Drink,Check,Food and Drink,mom,6,3,English,English
9/24/14,4,High school,3,Male,Teta,Bottle,Food and Drink,Dada,Other object,Parents,9,7,Spanish,English
9/26/14,1,College,1,Female,Bottle,Bottle,Food and Drink,Check,Food and Drink,Me,10,2,English,English
9/27/14,2,Some college,1,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,mother,15,12,English,English
9/27/14,2,College,1,Female,Baba,Bottle,Food and Drink,Check,Food and Drink,Dad,7,5,English,English
9/29/14,5,High school,1,Female,Bottle,Bottle,Food and Drink,Mama,Food and Drink,Mother ,9,8,English,English
9/29/14,5,High school,3,Female,Bottle,Bottle,Food and Drink,Mama,Food and Drink,Mother ,9,6,English,English
9/29/14,3,College,2,Male,Baba,Bottle,Food and Drink,Dada,Food and Drink,mom,7,7,English,English
9/29/14,1,Some college,1,Female,Baba,Bottle,Food and Drink,Dada,Food and Drink,For her bottle,NA,2,English,English
9/29/14,1,High school,1,Female,Bottle,Bottle,Food and Drink,Mama,Food and Drink,mama,11,3,English,English
9/30/14,1,High school,1,Male,BotBot,Bottle,Food and Drink,Check,Food and Drink,to me of course because I provided the bottle. ,11,2,English,English
9/30/14,1,Graduate degree,1,Female,Bot,Bottle,Food and Drink,Dada,Food and Drink,mom,10,2,English,English
9/30/14,2,Some college,1,Female,Baba,Bottle,Food and Drink,Mama,Person,Myself,6,8,English,English
9/30/14,2,Some college,2,Female,Baba,Bottle,Food and Drink,Check,Food and Drink,Myself,6,4,English,English
9/30/14,4,Some college,3,Female,Baba,Bottle,Food and Drink,Dada,Food and Drink,to the bottle itself,10,18,English,English
10/1/14,3,Some college,2,Male,Bubba,Bottle,Food and Drink,Check,Food and Drink,n/a,10,6,English,English
10/1/14,3,High school,2,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,mom,10,5,English,English
10/1/14,2,Some college,2,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,Mother or father or anyone holding a bottle.,11,14,English,English
10/2/14,2,Some college,2,Male,Bottle,Bottle,Food and Drink,Dada,Food and Drink,Mom,5,3,English,English
10/2/14,3,Some college,1,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,mama,7,18,English,English
10/3/14,1,College,1,Female,Baba,Bottle,Food and Drink,Dada,Food and Drink,parents and grandparents,9,18,English,English
10/3/14,2,Some college,1,Male,Bubba,Bottle,Food and Drink,Dada,Food and Drink,mother,6,5,English,English
10/4/14,2,Some college,2,Female,Boble,Bottle,Food and Drink,Check,Food and Drink,Baby bottle,9,2,English,English
10/4/14,2,College,1,Female,Bobba,Bottle,Food and Drink,Dada,Food and Drink,mommy,6,16,English,English
10/4/14,4,High school,4,Female,Bottle,Bottle,Food and Drink,Dada,Food and Drink,Mom,9,4,English,English
10/4/14,2,Graduate degree,2,Female,Bobble,Bottle,Food and Drink,Check,Food and Drink,Mom,6,2,English,English
10/6/14,2,Some college,2,Male,Baba,Bottle,Food and Drink,Check,Food and Drink,Mother,10,3,English,English
10/6/14,1,Some college,1,Female,Baba,Bottle,Food and Drink,Check,Food and Drink,To me her Mother,10,18,English,English
10/6/14,1,Some college,1,Male,Baba,Bottle,Food and Drink,Dada,Food and Drink,Parents,12,6,English,English
10/6/14,1,Some college,1,Female,Bot,Bottle,Food and Drink,Check,Food and Drink,Mom,11,18,English,English
10/7/14,3,High school,1,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,mother,6,9,English,English
10/7/14,1,Some college,1,Female,Baba,Bottle,Food and Drink,Check,Food and Drink,n/a,8,3,English,English
10/7/14,3,Graduate degree,2,Female,Bottle,Bottle,Food and Drink,Dada,Food and Drink,mother,11,8,English,English
10/7/14,2,Graduate degree,2,Female,Baba,Bottle,Food and Drink,Mama,Other object,no one,3,17,English,English
10/8/14,2,College,1,Male,Baba,Bottle,Food and Drink,Mama,Food and Drink,Mom,12,12,English,English
10/8/14,2,High school,2,Female,Bottle,Bottle,Food and Drink,Dada,Food and Drink,N/A,10,10,English,English
10/9/14,2,College,2,Female,BaBa,Bottle,Food and Drink,Check,Food and Drink,mother,4,9,English,English
10/9/14,1,Some college,1,Female,Bottle,Bottle,Food and Drink,Mama,Other object,mom,6,3,English,English
10/11/14,3,College,3,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,The mother,11,1,English,English
10/13/14,2,Graduate degree,2,Female,Bawh,Bottle,Food and Drink,Check,Food and Drink,N/A,6,2,English,English
10/13/14,8,College,6,Male,Baba,Bottle,Food and Drink,Dada,Food and Drink,mom,11,6,English,English
10/13/14,2,College,1,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,mom,8,9,English,English
10/14/14,2,College,1,Female,Bottle,Bottle,Food and Drink,Mama,Food and Drink,nobody,5,8,English,English
10/14/14,2,Some college,1,Male,Baba,Bottle,Food and Drink,Dada,Food and Drink,Parents,7,9,English,English
10/15/14,2,High school,1,Male,Baba,Bottle,Food and Drink,Dada,Food and Drink,mom,9,16,English,English
10/15/14,3,High school,2,Female,Baba,Bottle,Food and Drink,Dada,Food and Drink,bottle,5,12,English,English
10/15/14,2,Some college,1,Female,Baba,Bottle,Food and Drink,Mama,Food and Drink,mother,9,5,English,English
10/15/14,3,Some graduate school,1,Male,Baba,Bottle,Food and Drink,Dada,Food and Drink,mother and father,5,18,English,English
10/6/14,2,Graduate degree,1,Male,Bow Wow,Bow Wow,Animals,Mama,Animal,our dog,18,2,English,English
9/29/14,5,Some college,2,Female,Bowers,Bowers,N/A,Check,Other object,No one,9,11,English,English
9/24/14,1,Graduate degree,1,Female,Bow,Bowl,Small Household Objects,Mama,Food and Drink,Mother,8,2,English,English
10/13/14,1,College,1,Male,Bowl,Bowl,Small Household Objects,Dada,Games or Routines,Father,8,2,English,English
9/22/14,2,Some college,2,Male,Bubby,Brother,People,Mama,Person,brother,9,2,English,English
9/23/14,2,Some college,2,Male,Bubba,Brother,People,Mama,Person,His brother,9,1,English,English
9/24/14,3,College,3,Female,Brother,Brother,People,Check,Person,no one in general,4,10,English,English
9/24/14,2,High school,2,Male,Bubu,Brother,People,Mama,Person,brother,5,6,English,English
9/30/14,4,Some college,2,Female,Bubba,Brother,People,Dada,Person,brother,12,18,English,English
9/30/14,2,College,2,Female,Brother,Brother,People,Mama,Person,brother,16,1,English,English
10/1/14,3,Some high school,2,Female,Brother,Brother,People,Check,Person,her brother,9,9,English,English
10/3/14,3,Some college,3,Male,Bubba,Brother,People,Mama,Person,brother,7,5,English,English
10/5/14,4,Some college,2,Female,Bubby,Brother,People,Dada,Person,brother,8,17,English,English
10/15/14,2,High school,2,Female,Bubba,Brother,People,Check,Person,her brother,11,12,English,English
9/23/14,2,College,2,Male,Bu-Da,Bu-Da,N/A,Dada,Person,my daughter,11,2,English,English
10/15/14,2,Some college,2,Male,Buba,Buba,N/A,Check,Person,mom,8,6,English,English
9/23/14,2,College,1,Female,Bubba,Bubba,Animals,Mama,Animal,Our family dog,5,5,English,English
9/25/14,1,High school,1,Female,Bubba,Bubba,Animals,Check,Animal,The dog,8,6,English,English
9/29/14,3,Some high school,2,Male,Bubba,Bubba,N/A,Check,Person,brother,7,4,English,English
10/2/14,3,Some college,3,Male,Bubba,Bubba,N/A,Mama,Person,his brothers,10,9,English,English
9/22/14,2,College,2,Female,Bubble,Bubble,Toys,Mama,Games or Routines,Mom,10,16,English,English
9/23/14,1,Some college,1,Female,Bubble,Bubble,Toys,Mama,Other object,anyone but mostly her parents,10,3,English,English
10/1/14,1,Some college,1,Female,Bubble,Bubble,Toys,Check,Toy,Mother,16,18,English,English
10/4/14,2,College,1,Male,Buby,Buby,People,Dada,Person,Father,14,10,English,English
9/30/14,1,Some college,1,Male,Buddy,Buddy,Animals,Dada,Animal,Family pet,11,1,English,English
9/22/14,2,Graduate degree,1,Male,Bug,Bug,Animals,Dada,Person,Himself,12,18,English,English
9/24/14,3,College,3,Male,Bug,Bug,Animals,Check,Animal,no one,20,8,English,English
9/24/14,1,High school,1,Female,Buhbuh,Buhbuh,N/A,Mama,Food and Drink,Child's mother,10,0,English,English
10/5/14,2,High school,1,Female,Bunny,Bunny,Animals,Check,Toy,herself,6,18,English,English
9/23/14,1,College,1,Male,Bus,Bus,Vehicles,Check,Vehicles,None,7,3,English,English
9/24/14,1,Some college,1,Male,Buzz,Buzz,Sound Effects,Dada,Person,Buzz lightyear,NA,3,English,English
9/22/14,1,College,1,Male,Bye-Bye,Bye,Games and Routines,Check,Action Word,Me,9,2,English,English
9/22/14,3,Graduate degree,1,Male,ByeBye,Bye,Games and Routines,Dada,Person,father,7,18,English,English
9/22/14,3,High school,1,Male,Bye,Bye,Games and Routines,Dada,Action Word,everyone,9,12,English,English
9/23/14,2,Some college,1,Female,ByeBye,Bye,Games and Routines,Dada,Action Word,The person leaving,6,18,English,English
9/23/14,1,College,1,Female,Bye,Bye,Games and Routines,Dada,Action Word,Parents,9,18,English,English
9/23/14,2,College,1,Female,ByeBye,Bye,Games and Routines,Mama,Action Word,everyone,9,8,English,English
9/23/14,1,High school,1,Female,Bye,Bye,Games and Routines,Dada,Person,When leaving places.,11,6,English,English
9/24/14,2,Some college,1,Male,Bye,Bye,Games and Routines,Check,Action Word,Anyone he saw,5,18,English,English
9/24/14,2,College,1,Female,Bye,Bye,Games and Routines,Dada,Person,dad,12,13,English,English
9/24/14,1,College,1,Female,Bye-Bye,Bye,Games and Routines,Check,Person,Fiance,7,3,English,English
9/24/14,1,Some college,1,Female,Bye,Bye,Games and Routines,Dada,Action Word,Anybody leaving,14,2,English,English
9/24/14,1,College,1,Male,Bye,Bye,Games and Routines,Check,Action Word,Mom,14,2,English,English
9/24/14,1,College,1,Male,Bye,Bye,Games and Routines,Mama,Person,his mom,9,2,English,English
9/24/14,4,High school,2,Female,Bye,Bye,Games and Routines,Dada,Action Word,Everyone,11,15,English,English
9/24/14,2,Some college,1,Female,Bye,Bye,Games and Routines,Check,Games or Routines,Mom,10,3,English,English
9/25/14,1,College,1,Male,Bye,Bye,Games and Routines,Check,Person,N/A,11,1,English,English
9/26/14,5,College,3,Male,ByeBye,Bye,Games and Routines,Dada,Games or Routines,anyone who would listen,15,17,English,English
9/28/14,3,College,1,Female,Bye,Bye,Games and Routines,Mama,Person,Everyone,8,9,English,English
9/28/14,1,High school,1,Female,ByeBye,Bye,Games and Routines,Dada,Person,Myself my husband and others,11,1,English,English
9/28/14,2,High school,1,Female,ByeBye,Bye,Games and Routines,Check,Action Word,Her father,12,18,English,English
9/29/14,3,College,1,Male,Bye-Bye,Bye,Games and Routines,Mama,Person,mom,6,9,English,English
9/29/14,4,College,4,Male,Bye,Bye,Games and Routines,Check,Action Word,daddy leaving,8,1,English,English
9/29/14,2,College,1,Male,Bye,Bye,Games and Routines,Check,Action Word,Myself,11,2,English,English
9/30/14,2,College,2,Female,Bye,Bye,Games and Routines,Mama,Person,aunt lisa,12,2,English,English
9/30/14,1,College,1,Male,Bye,Bye,Games and Routines,Dada,Action Word,daddy,11,1,English,English
9/30/14,3,Some college,1,Female,Bye,Bye,Games and Routines,Dada,Action Word,Her grandmom,9,11,English,English
9/30/14,2,Some college,1,Male,ByeBye,Bye,Games and Routines,Mama,Action Word,everyone,11,18,English,English
9/30/14,2,Some college,2,Female,Bye,Bye,Games and Routines,Check,Games or Routines,Mother,6,11,English,English
10/3/14,3,College,1,Female,ByeBye,Bye,Games and Routines,Check,Action Word,whomever was in her presence,8,12,English,English
10/3/14,4,High school,1,Female,BahBye,Bye,Games and Routines,Check,Action Word,mom,12,15,English,English
10/3/14,4,High school,3,Male,Bye,Bye,Games and Routines,Check,Action Word,dad,13,6,English,English
10/3/14,4,College,2,Male,Bye,Bye,Games and Routines,Mama,Action Word,mom,8,13,English,English
10/3/14,1,Some college,1,Female,ByeBye,Bye,Games and Routines,Mama,Person,Mom,6,4,English,English
10/4/14,1,College,1,Female,Bye,Bye,Games and Routines,Check,Action Word,Grandma,16,4,English,English
10/5/14,1,Graduate degree,1,Female,Bye,Bye,Games and Routines,Mama,Person,MYSELF,13,3,English,English
10/5/14,2,High school,2,Female,ByeBye,Bye,Games and Routines,Dada,Action Word,her father,10,2,English,English
10/6/14,3,College,1,Female,ByBy,Bye,Games and Routines,Mama,Person,me,4,18,English,English
10/6/14,2,High school,2,Female,Bye,Bye,Games and Routines,Dada,Person,Her father & she said it on Mother's Day,9,10,English,English
10/8/14,3,Some college,1,Female,Bye,Bye,Games and Routines,Mama,Action Word,myself the childs mother,9,6,English,English
10/8/14,3,Some college,3,Male,Bye,Bye,Games and Routines,Mama,Action Word,myself the child mom,7,1,English,English
10/9/14,2,College,1,Female,ByeBye,Bye,Games and Routines,Check,Person,great grandmother,3,10,English,English
10/9/14,1,College,1,Male,ByeBye,Bye,Games and Routines,Mama,Action Word,Me (Mom),9,0,English,English
10/11/14,2,High school,1,Female,Bye,Bye,Games and Routines,Dada,Games or Routines,any family or friend,10,8,English,English
10/11/14,2,College,2,Female,Bye,Bye,Games and Routines,Check,Other object,mom,7,3,English,English
10/11/14,3,College,2,Male,Bye,Bye,Games and Routines,Dada,Action Word,The father,16,2,English,English
10/12/14,3,College,1,Female,ByeBye,Bye,Games and Routines,Mama,Person,Myself,10,8,English,English
10/12/14,3,College,3,Female,Bye,Bye,Games and Routines,Check,Person,mom,12,18,English,English
10/13/14,8,College,1,Female,Bye,Bye,Games and Routines,Dada,Action Word,mom,15,18,English,English
10/13/14,1,Some college,1,Female,Bye,Bye,Games and Routines,Check,Action Word,Dad,14,2,English,English
10/13/14,2,Some college,2,Male,Bye,Bye,Games and Routines,Check,Person,GRANDMA,11,2,English,English
10/14/14,1,Graduate degree,1,Female,Bye-Bye,Bye,Games and Routines,Mama,Person,grandmother,4,1,English,English
10/15/14,1,Some college,1,Male,ByeBye,Bye,Games and Routines,Dada,Person,grandmother,16,3,English,English
10/16/14,2,College,1,Female,Bye,Bye,Games and Routines,Dada,Other object,a pacifier,10,6,English,English
10/8/14,3,College,2,Male,Bye,Bye,Games and Routines,Mama,Person,mom,4,8,English,English
9/30/14,2,College,1,Female,Cali,Cali,Animals,Dada,Animal,Our family pet,18,18,English,English
10/1/14,1,College,1,Female,Cameron,Cameron,People,Mama,Person,Aunt,11,6,English,English
9/24/14,3,High school,3,Female,Can I Have,Can I Have,Phrase,Dada,Person,father,9,2,English,English
9/24/14,4,Some college,4,Male,Candy,Candy,Food and Drink,Check,Food and Drink,no one,9,18,English,English
10/13/14,3,Some college,2,Female,Candy,Candy,Food and Drink,Dada,Food and Drink,No one.,12,18,English,English
9/22/14,1,College,1,Female,Car,Car,Vehicles,Dada,Vehicles,Mom,8,2,English,English
9/22/14,3,Some college,1,Male,Car,Car,Vehicles,Dada,Toy,Mom,8,11,English,English
9/22/14,2,Some graduate school,2,Male,Car,Car,Vehicles,Mama,Toy,anyone in room,6,2,English,English
9/24/14,3,High school,1,Male,Car,Car,Vehicles,Mama,Person,mother,10,10,English,English
9/24/14,4,Some college,3,Male,Car,Car,Vehicles,Mama,Vehicles,no one,8,18,English,English
9/29/14,1,College,1,Male,Car,Car,Vehicles,Mama,Toy,Mother,13,2,English,English
9/29/14,4,College,2,Male,Car,Car,Vehicles,Check,Toy,na,8,10,English,English
9/29/14,3,Some high school,1,Male,Car,Car,Vehicles,Check,Action Word,car,6,10,English,English
9/30/14,1,Some college,1,Female,Cah,Car,Vehicles,Mama,Vehicles,The family car,15,3,English,English
9/30/14,1,Graduate degree,1,Male,Cheche,Car,Vehicles,Dada,Vehicles,mom,13,2,Mandarin,Mandarin
10/1/14,1,College,1,Male,Car,Car,Vehicles,Dada,Person,father,15,4,English,English
10/5/14,3,Some college,2,Male,Car,Car,Vehicles,Check,Vehicles,no one,22,8,English,English
10/6/14,1,Some college,1,Male,Car,Car,Vehicles,Check,Vehicles,mother,10,18,English,English
10/7/14,2,Some college,2,Male,Car,Car,Vehicles,Mama,Person,Older brother Carter,9,6,English,English
10/12/14,7,College,2,Male,Car,Car,Vehicles,Check,Toy,everyone,12,18,English,English
10/12/14,7,College,3,Male,Car,Car,Vehicles,Check,Toy,everyone,12,16,English,English
10/12/14,2,Some college,2,Male,Car,Car,Vehicles,Mama,Toy,Father,12,7,English,English
10/12/14,1,High school,1,Female,Car,Car,Vehicles,Check,Vehicles,mother,7,18,English,English
10/13/14,3,College,2,Male,Car,Car,Vehicles,Check,Toy,dad,23,2,English,English
9/23/14,1,Some college,1,Male,Tato,Cat,Vehicles,Mama,Animal,Cat,10,3,Spanish,English
9/24/14,1,Some college,1,Female,Cat,Cat,Vehicles,Mama,Animal,the family cat,12,2,English,English
9/24/14,1,College,1,Male,Cat,Cat,Vehicles,Check,Animal,Our Cat,9,2,English,English
9/24/14,1,Some college,1,Female,Cat,Cat,Vehicles,Check,Animal,me,9,11,English,English
9/24/14,2,Some college,2,Female,Cat,Cat,Vehicles,Dada,Animal,Mother,14,4,English,English
9/24/14,1,College,1,Male,Cat,Cat,Vehicles,Check,Animal,none,7,1,English,English
9/24/14,1,College,1,Male,Cat,Cat,Vehicles,Dada,Animal,pet,6,1,English,English
9/24/14,1,College,1,Female,Cat,Cat,Vehicles,Mama,Animal,no one,8,2,English,English
9/25/14,1,Graduate degree,1,Female,Cat,Cat,Vehicles,Dada,Person,Her father.,9,18,English,English
9/28/14,1,College,1,Female,Cat,Cat,Vehicles,Mama,Animal,N/A,5,1,English,English
9/27/14,2,College,1,Female,Cat,Cat,Vehicles,Check,Animal,the cat,12,3,English,English
9/28/14,1,Some college,1,Female,Cat,Cat,Vehicles,Check,Animal,Mother (myself),15,3,English,English
9/30/14,1,Graduate degree,1,Female,Cat,Cat,Vehicles,Check,Animal,nobody,9,12,English,English
9/30/14,1,Graduate degree,1,Female,Cat,Cat,Vehicles,Mama,Animal,a cat,8,12,English,English
10/2/14,1,Some college,1,Female,Cat,Cat,Vehicles,Check,Animal,to the cat,9,1,English,English
10/3/14,2,College,2,Female,Cat,Cat,Vehicles,Check,Animal,our cat Pompy,4,10,English,English
10/5/14,1,College,1,Female,Cat,Cat,Vehicles,Mama,Animal,none,17,5,English,English
10/6/14,1,Some graduate school,1,Male,Cat,Cat,Vehicles,Mama,Person,me (mother),10,14,English,English
10/6/14,1,College,1,Male,Cat,Cat,Vehicles,Mama,Animal,The cat,11,2,English,English
10/6/14,1,College,1,Female,Gato,Cat,Vehicles,Mama,Animal,our cat,10,4,Portuguese,English
10/6/14,2,College,1,Male,Cat,Cat,Vehicles,Check,Animal,to the cat,24,3,English,English
10/7/14,1,Some college,1,Male,Cat,Cat,Vehicles,Check,Animal,mom,5,6,English,English
10/7/14,2,Some college,1,Female,Cat,Cat,Vehicles,Mama,Animal,N/A,7,4,English,English
10/8/14,1,Graduate degree,1,Male,Cat,Cat,Vehicles,Check,Animal,our pet,18,5,English,English
10/11/14,4,Some college,2,Male,Cat,Cat,Vehicles,Dada,Animal,a cat,5,8,English,English
10/11/14,1,College,1,Male,Cat,Cat,Vehicles,Dada,Animal,No one,7,10,English,English
10/12/14,2,Some college,2,Male,Cat,Cat,Vehicles,Check,Animal,My cat,5,17,English,English
10/12/14,3,College,2,Male,Cat,Cat,Vehicles,Check,Animal,the cat,7,18,English,English
10/12/14,1,High school,1,Female,Cat,Cat,Vehicles,Check,Animal,our pet cat,7,1,English,English
10/13/14,1,College,1,Female,Cat,Cat,Vehicles,Dada,Animal,our pet cat,7,2,English,English
10/3/14,4,College,3,Female,Caw Cream,Caw Cream,Food and Drink,Check,Food and Drink,telling me what she wanted.,11,15,English,English
10/7/14,2,Some college,2,Male,Ceecee,Ceecee,People,Check,Person,wanting his sister,10,1,English,English
9/24/14,1,Some college,1,Male,Cereal,Cereal,Food and Drink,Dada,Food and Drink,the mother,17,2,English,English
9/23/14,1,College,1,Female,Cheese,Cheese,Food and Drink,Dada,Food and Drink,Dad,9,2,English,English
10/6/14,2,College,2,Male,Cheese,Cheese,Food and Drink,Mama,Person,Mom,4,3,English,English
9/26/14,5,College,4,Female,Chi Chin,Chi Chin,People,Mama,Person,brother,13,15,English,English
10/8/14,2,College,2,Male,Chicken,Chicken,Food and Drink,Mama,Food and Drink,mom,9,6,English,English
10/14/14,2,College,2,Female,Chipotle,Chipotle,Food and Drink,Mama,Place,mother,6,3,Spanish,English
9/29/14,4,High school,2,Female,Choc,Chocolate,Food and Drink,Mama,Food and Drink,Mom,12,12,English,English
9/30/14,2,Graduate degree,2,Male,Choo,Choo,Animals,Dada,Animal,our dog,9,3,English,English
10/6/14,2,Graduate degree,2,Female,Choo Choo,Choo Choo,Toys,Mama,Toy,a toy train,14,1,English,English
10/3/14,3,High school,2,Male,Chuchu,Choo Choo,Toys,Mama,Toy,thomas the tank engine,14,2,English,English
9/30/14,3,Some college,1,Female,Clock,Clock,Small Household Objects,Check,Other object,nobody,10,18,English,English
10/10/14,1,Graduate degree,1,Female,Clock,Clock,Small Household Objects,Check,Toy,Dad,11,2,English,English
9/24/14,1,Graduate degree,1,Female,Coke,Coke,Food and Drink,Check,Food and Drink,Mother,10,2,English,English
10/9/14,2,Graduate degree,1,Female,Come,Come,Action,Mama,Action Word,Mother,7,12,English,English
9/23/14,1,Graduate degree,1,Male,Cook,Cook,Action,Check,Food and Drink,mom,15,6,English,English
9/22/14,3,High school,2,Female,Cookie,Cookie,Food and Drink,Check,Food and Drink,no,11,18,English,English
9/24/14,2,Graduate degree,1,Male,Cookie,Cookie,Food and Drink,Mama,Food and Drink,mom,11,12,English,English
9/24/14,3,High school,1,Female,Cookie,Cookie,Food and Drink,Mama,Food and Drink,Father,11,10,English,English
9/24/14,2,Some college,1,Male,Cookie,Cookie,Food and Drink,Mama,Food and Drink,Everyone,10,18,English,English
9/27/14,1,High school,1,Female,Cookie,Cookie,Food and Drink,Check,Food and Drink,mother,12,2,English,English
9/30/14,1,College,1,Female,Cookie,Cookie,Food and Drink,Check,Food and Drink,Mother,17,2,English,English
9/30/14,2,Graduate degree,1,Male,Cookie,Cookie,Food and Drink,Check,Food and Drink,noone,10,17,English,English
10/2/14,1,High school,1,Female,Cookie,Cookie,Food and Drink,Check,Food and Drink,mom,24,1,English,English
10/3/14,2,Graduate degree,2,Female,Cookie,Cookie,Food and Drink,Mama,Food and Drink,to me,9,2,English,English
10/5/14,1,Graduate degree,1,Female,Cookie,Cookie,Food and Drink,Check,Food and Drink,Parents,10,4,English,English
10/7/14,1,Some college,1,Female,Cookie,Cookie,Food and Drink,Mama,Food and Drink,Mother,4,2,English,English
10/8/14,2,High school,1,Male,Cookie,Cookie,Food and Drink,Dada,Food and Drink,N/A,9,14,English,English
10/12/14,7,College,7,Female,Cookie,Cookie,Food and Drink,Check,Food and Drink,mother,10,5,English,English
10/12/14,2,College,1,Male,Cookie,Cookie,Food and Drink,Mama,Food and Drink,mother,12,6,English,English
10/4/14,2,Some college,2,Male,Orrie,Corrie,People,Dada,Person,To his sister (Corrie).,8,18,English,English
9/24/14,1,Some college,1,Male,Cow,Cow,Animals,Dada,Animal,Mom,7,2,English,English
9/29/14,3,College,2,Male,Cra,Cra,N/A,Dada,Food and Drink,box of goldfish,10,9,English,English
9/22/14,2,College,1,Male,Cracker,Cracker,Food and Drink,Check,Food and Drink,Mother,17,5,English,English
9/24/14,2,Graduate degree,1,Female,Cracker,Cracker,Food and Drink,Dada,Food and Drink,mom,18,3,English,English
9/30/14,4,Some college,1,Male,Craaa,Crash,Sound Effects,Dada,Sound Effects,n/a,10,18,English,English
9/22/14,2,High school,2,Female,Crib,Crib,Furniture and Rooms,Check,Other object,Mom,4,18,English,English
