date,time,word_original,word_standard,cdi_cat,subject,age,age_current,gender
6/11/14,20:30,Mama,Mama,People,person,10,7to12y,Female
6/11/14,23:06,Mama,Mama,People,person,10,7to12y,Male
6/12/14,11:33,Mama,Mama,People,person,NA,7to12y,Female
6/12/14,15:25,Mama,Mama,People,person,10,4to6y,Male
6/16/14,10:46,Mum,Mama,People,person,10,0to3y,Male
6/13/14,8:23,Papa,Dada,People,person,10,0to3y,Male
6/11/14,13:17,Raj,Raj,People,person,10,7to12y,Male
6/11/14,18:25,Sissy,Sister,People,person,10,4to6y,Female
6/11/14,10:55,Anne,Anne,People,person,10,4to6y,Male
6/11/14,14:42,Grandma See The Moon,Grandma See The Moon,Phrase,animaletc,14,13plusy,Male
6/11/14,10:44,Mas Agua,More Water,Phrase,action,NA,7to12y,Female
6/11/14,21:44,NoThis,No This,Phrase,other,14,4to6y,Male
6/11/14,14:12,Oh Cool,Oh Cool,Phrase,animaletc,10,4to6y,Male
6/11/14,10:50,Oh Wow,Oh Wow,Phrase,other,10,0to3y,Male
6/11/14,14:54,Open Close,Open Close,Phrase,action,10,0to3y,Male
6/12/14,9:14,Sweet Carrot,Sweet Carrot,Phrase,animaletc,10,0to3y,Female
6/11/14,12:33,There,There,Prepositions and Locations,action,11,0to3y,Male
6/11/14,15:20,That,That,Pronouns,action,14,4to6y,Male
6/15/14,7:06,That,That,Pronouns,animaletc,14,0to3y,Male
6/11/14,10:31,This,This,Pronouns,animaletc,11,0to3y,Male
6/11/14,11:17,This,This,Pronouns,animaletc,14,0to3y,Male
6/11/14,11:35,This,This,Pronouns,animaletc,11,0to3y,Female
6/12/14,15:41,Ipad,Ipad,Small Household Objects,other,10,0to3y,Male
6/11/14,10:29,Key,Key,Small Household Objects,animaletc,12,7to12y,Male
6/12/14,4:23,Map,Map,Small Household Objects,animaletc,12,0to3y,Female
6/11/14,13:06,Pad,Ipad,Small Household Objects,animaletc,11,4to6y,Female
6/11/14,10:32,Vacuum,Vacuum,Small Household Objects,animaletc,10,0to3y,Male
6/11/14,10:32,Boo,Boo,Sound Effects,other,12,13plusy,Female
6/11/14,15:08,Bow,Bow,Sound Effects,animaletc,11,4to6y,Male
6/12/14,8:41,Bow,Bow,Sound Effects,animaletc,11,0to3y,Male
6/11/14,12:54,Brr,Brr,Sound Effects,animaletc,10,4to6y,Female
6/15/14,16:37,Ga Ga,Ga Ga,Sound Effects,other,10,7to12y,Female
6/11/14,13:51,Meow,Meow,Sound Effects,action,10,0to3y,Female
6/11/14,13:23,Ouch,Ouch,Sound Effects,action,12,4to6y,Female
6/11/14,10:58,Quack,Quack,Sound Effects,animaletc,12,7to12y,Female
6/15/14,20:50,Quack,Quack,Sound Effects,animaletc,10,0to3y,Female
6/11/14,15:14,Vroom,Vroom,Sound Effects,action,11,0to3y,Female
6/19/14,19:04,Woof,Woof,Sound Effects,animaletc,12,7to12y,Female
6/11/14,11:20,Yuck,Yuck,Sound Effects,other,NA,0to3y,Male
6/11/14,10:55,Yum,Yum,Sound Effects,animaletc,11,0to3y,Male
6/11/14,10:28,Ball,Ball,Toys,animaletc,NA,7to12y,Male
6/11/14,10:30,Ball,Ball,Toys,animaletc,13,4to6y,Female
6/11/14,10:30,Ball,Ball,Toys,animaletc,12,4to6y,Male
6/11/14,10:32,Ball,Ball,Toys,animaletc,10,13plusy,Male
6/11/14,10:42,Ball,Ball,Toys,animaletc,10,0to3y,Male
6/11/14,10:42,Ball,Ball,Toys,animaletc,10,0to3y,Male
6/11/14,10:49,Ball,Ball,Toys,animaletc,10,0to3y,Female
6/11/14,10:50,Ball,Ball,Toys,animaletc,14,0to3y,Male
6/11/14,10:50,Ball,Ball,Toys,animaletc,12,7to12y,Male
6/11/14,10:49,Ball,Ball,Toys,animaletc,11,0to3y,Male
6/11/14,10:54,Ball,Ball,Toys,animaletc,NA,0to3y,Male
6/11/14,10:52,Ball,Ball,Toys,animaletc,10,13plusy,Male
6/11/14,11:13,Ball,Ball,Toys,animaletc,10,0to3y,Male
6/11/14,11:25,Ball,Ball,Toys,animaletc,11,4to6y,Male
6/11/14,11:36,Ball,Ball,Toys,animaletc,10,0to3y,Male
6/11/14,12:02,Ball,Ball,Toys,animaletc,10,7to12y,Male
6/11/14,12:27,Ball,Ball,Toys,animaletc,13,0to3y,Male
6/11/14,12:52,Ball,Ball,Toys,animaletc,11,0to3y,Male
6/11/14,12:56,Ball,Ball,Toys,animaletc,10,0to3y,Male
6/11/14,12:56,Ball,Ball,Toys,animaletc,10,0to3y,Male
6/11/14,13:11,Ball,Ball,Toys,animaletc,12,4to6y,Male
6/11/14,13:30,Ball,Ball,Toys,animaletc,10,0to3y,Female
6/11/14,12:32,Ball,Ball,Toys,animaletc,10,0to3y,Female
6/11/14,13:58,Ball,Ball,Toys,animaletc,13,0to3y,Female
6/11/14,13:43,Ball,Ball,Toys,animaletc,14,13plusy,Male
6/11/14,14:09,Ball,Ball,Toys,animaletc,10,7to12y,Male
6/11/14,14:12,Ball,Ball,Toys,animaletc,11,4to6y,Female
6/11/14,14:31,Ball,Ball,Toys,animaletc,10,0to3y,Female
6/11/14,14:38,Ball,Ball,Toys,animaletc,10,4to6y,Male
6/11/14,14:38,Ball,Ball,Toys,animaletc,10,7to12y,Male
6/11/14,14:48,Ball,Ball,Toys,animaletc,13,0to3y,Male
6/11/14,14:54,Ball,Ball,Toys,animaletc,12,7to12y,Female
6/11/14,15:27,Ball,Ball,Toys,animaletc,NA,0to3y,Female
6/11/14,15:35,Ball,Ball,Toys,animaletc,12,4to6y,Male
6/11/14,16:02,Ball,Ball,Toys,animaletc,10,0to3y,Female
6/11/14,19:13,Ball,Ball,Toys,animaletc,10,0to3y,Female
6/11/14,19:53,Ball,Ball,Toys,animaletc,10,7to12y,Male
6/11/14,20:45,Ball,Ball,Toys,animaletc,11,7to12y,Male
6/11/14,20:43,Ball,Ball,Toys,animaletc,14,0to3y,Male
6/11/14,22:30,Ball,Ball,Toys,animaletc,10,4to6y,Male
6/11/14,23:41,Ball,Ball,Toys,animaletc,12,0to3y,Male
6/12/14,7:33,Ball,Ball,Toys,animaletc,NA,0to3y,Male
6/12/14,9:02,Ball,Ball,Toys,animaletc,12,0to3y,Male
6/12/14,10:20,Ball,Ball,Toys,animaletc,NA,0to3y,Male
6/12/14,11:35,Ball,Ball,Toys,,10,0to3y,Male
6/12/14,20:10,Ball,Ball,Toys,animaletc,13,13plusy,Female
6/12/14,20:55,Ball,Ball,Toys,animaletc,13,0to3y,Female
6/13/14,11:19,Ball,Ball,Toys,animaletc,11,0to3y,Male
6/14/14,18:57,Ball,Ball,Toys,animaletc,10,4to6y,Male
6/19/14,21:58,Ball,Ball,Toys,animaletc,11,0to3y,Male
6/11/14,12:00,Ball,Ball,Toys,animaletc,10,7to12y,Female
6/11/14,11:05,Book,Book,Toys,animaletc,10,0to3y,Male
6/11/14,12:55,Book,Book,Toys,animaletc,10,4to6y,Female
6/11/14,13:54,Book,Book,Toys,animaletc,13,0to3y,Male
6/11/14,18:31,Book,Book,Toys,animaletc,11,0to3y,Male
6/11/14,21:21,Book,Book,Toys,animaletc,10,13plusy,Male
6/11/14,21:47,Book,Book,Toys,animaletc,11,4to6y,Female
6/11/14,10:28,Bubble,Bubble,Toys,animaletc,14,0to3y,Male
6/11/14,10:32,Bubble,Bubble,Toys,animaletc,10,4to6y,Female
6/11/14,15:42,Bubble,Bubble,Toys,animaletc,NA,0to3y,Male
6/13/14,12:07,Bubble,Bubble,Toys,animaletc,10,4to6y,Male
6/11/14,20:28,Bubbles,Bubble,Toys,animaletc,10,0to3y,Male
6/11/14,11:40,Auto,Car,Vehicles,animaletc,14,0to3y,Male
6/11/14,21:44,Auto,Car,Vehicles,animaletc,10,4to6y,Male
6/11/14,10:38,Bus,Bus,Vehicles,animaletc,NA,13plusy,Male
6/11/14,11:47,Bus,Bus,Vehicles,animaletc,13,4to6y,Male
6/11/14,13:05,Bus,Bus,Vehicles,animaletc,10,13plusy,Male
6/11/14,22:34,Bus,Bus,Vehicles,animaletc,14,0to3y,Male
6/11/14,10:32,Car,Car,Vehicles,animaletc,14,7to12y,Male
6/11/14,10:33,Car,Car,Vehicles,animaletc,12,0to3y,Male
6/11/14,10:42,Car,Car,Vehicles,animaletc,14,0to3y,Male
6/11/14,10:53,Car,Car,Vehicles,animaletc,11,0to3y,Male
6/11/14,11:16,Car,Car,Vehicles,animaletc,12,4to6y,Male
6/11/14,11:42,Car,Car,Vehicles,other,10,0to3y,Male
6/11/14,14:38,Car,Car,Vehicles,animaletc,10,0to3y,Male
6/11/14,15:57,Car,Car,Vehicles,animaletc,11,0to3y,Female
6/11/14,22:47,Car,Car,Vehicles,animaletc,13,0to3y,Male
6/11/14,23:00,Car,Car,Vehicles,animaletc,14,4to6y,Male
6/12/14,23:55,Car,Car,Vehicles,animaletc,NA,7to12y,Male
6/12/14,14:02,Car,Car,Vehicles,animaletc,11,4to6y,Male
6/18/14,13:04,Car,Car,Vehicles,animaletc,NA,4to6y,Male
6/18/14,12:34,Truck,Truck,Vehicles,animaletc,12,0to3y,Male
